xid,NHC2020_DEM_20210804_5x5_cmp
2,277.683837890625
7,282.55999755859375
11,279.42999267578125
14,283.8899841308594
18,280.42999267578125
20,280.3799743652344
21,289.3699951171875
25,284.8900146484375
26,282.7200012207031
29,288.1300048828125
30,279.8099670410156
31,280.28997802734375
33,286.2799987792969
36,284.1700134277344
40,284.8799743652344
42,279.69000244140625
43,280.8899841308594
44,285.2399597167969
47,279.3599853515625
49,279.95001220703125
50,280.9499816894531
51,280.3399963378906
52,281.6000061035156
55,280.5999755859375
56,279.8299865722656
59,279.6199951171875
60,280.6300048828125
63,281.3299865722656
66,280.7099914550781
69,280.8699951171875
70,281.4900207519531
71,280.8399963378906
73,279.9999694824219
74,281.1299743652344
75,285.3699951171875
76,284.79998779296875
77,282.239990234375
79,280.1199951171875
82,283.8000183105469
83,280.94000244140625
84,281.1199951171875
85,285.29998779296875
86,281.2900085449219
87,280.8199768066406
88,281.2799987792969
89,281.3199768066406
90,281.16998291015625
92,280.3999938964844
93,279.91998291015625
94,281.1400146484375
95,280.6100158691406
96,280.75
97,281.8099670410156
98,281.3899841308594
100,279.29998779296875
101,279.260009765625
103,279.19000244140625
104,279.77996826171875
108,289.07000732421875
113,279.8599853515625
115,286.739990234375
126,286.54998779296875
129,282.1999816894531
130,283.9800109863281
131,280.3900146484375
132,281.5999755859375
134,284.9999694824219
135,279.8600158691406
136,281.44000244140625
137,284.0299987792969
138,284.6999816894531
139,293.72998046875
140,281.6899719238281
144,293.04998779296875
147,292.7599792480469
165,280.07000732421875
179,278.260009765625
180,282.1099853515625
182,281.41998291015625
183,301.3999938964844
185,285.7900085449219
187,290.9299621582031
195,297.0899963378906
210,301.95001220703125
212,296.32000732421875
213,302.2900085449219
214,296.41998291015625
220,296.6300048828125
224,297.239990234375
226,296.78997802734375
227,297.3500061035156
228,297.6199951171875
229,297.69000244140625
230,297.5400085449219
232,297.7900085449219
233,297.4499816894531
234,297.5899963378906
237,297.94000244140625
239,297.739990234375
247,297.57000732421875
261,297.9999694824219
262,297.7200012207031
265,297.16998291015625
287,297.489990234375
289,297.4700012207031
293,297.760009765625
294,297.9200134277344
297,301.1199645996094
299,296.9599914550781
301,300.6300048828125
302,298.1399841308594
303,297.6899719238281
304,297.55999755859375
306,299.8000183105469
308,300.03997802734375
310,300.41998291015625
312,296.7099914550781
313,297.2300109863281
315,296.969970703125
316,298.989990234375
319,297.3299865722656
320,297.94000244140625
321,303.9499816894531
322,297.9599914550781
323,300.5999755859375
324,297.9499816894531
325,299.739990234375
327,297.9100036621094
328,297.8599853515625
329,298.0500183105469
330,313.2099914550781
335,298.57000732421875
344,311.3599853515625
345,309.3800048828125
354,304.8599853515625
355,306.6099853515625
357,305.8299865722656
358,307.0500183105469
359,297.8799743652344
360,301.7399597167969
362,298.0500183105469
363,312.010009765625
366,307.9999694824219
371,321.1999816894531
376,315.70001220703125
380,315.969970703125
382,318.91998291015625
384,316.1600036621094
391,316.8299865722656
393,317.3699951171875
396,318.7799987792969
404,319.3499755859375
405,320.2900085449219
408,319.1300048828125
411,320.1499938964844
412,319.1899719238281
414,319.3399963378906
415,320.4000244140625
420,330.1600036621094
421,339.30999755859375
422,337.6199645996094
434,340.8699951171875
436,340.6399841308594
437,341.010009765625
438,340.6000061035156
439,340.4999694824219
440,340.19000244140625
443,340.9800109863281
444,339.15997314453125
445,338.0697937011719
446,339.3000183105469
3026,349.0299987792969
3099,343.4200134277344
3895,339.67999267578125
3597,339.2900085449219
3870,344.8299865722656
3235,356.6299743652344
3595,357.16998291015625
3276,365.5199890136719
3441,377.04998779296875
2915,339.05999755859375
454,339.52996826171875
3243,340.03997802734375
3896,342.3599853515625
3813,339.92999267578125
3377,340.04998779296875
460,340.08001708984375
3620,339.1899719238281
3297,339.75
3298,340.07000732421875
2963,340.1999816894531
2969,340.8499755859375
2968,340.0199890136719
3106,340.5699768066406
3491,339.8099670410156
3642,339.8799743652344
3880,339.4700012207031
2967,339.760009765625
3075,338.7900085449219
461,339.19000244140625
462,338.9599914550781
3763,339.969970703125
3733,339.8900146484375
3885,339.5199890136719
3490,340.0899963378906
3482,339.82000732421875
3040,339.2099914550781
3734,339.9300231933594
464,339.2200012207031
3035,340.04998779296875
3293,339.8499755859375
3329,339.760009765625
465,339.3699951171875
3039,339.2599792480469
3084,342.20001220703125
466,339.42999267578125
467,339.3899841308594
3781,340.22998046875
3262,339.6399841308594
3043,340.0099792480469
3089,340.3599853515625
2965,340.04998779296875
3370,339.989990234375
468,339.2099914550781
3522,340.1999816894531
3484,339.66998291015625
3486,340.3599853515625
3292,340.3199768066406
3261,340.07000732421875
3463,341.67999267578125
3783,340.6199951171875
2907,339.010009765625
3881,340.78997802734375
3821,343.0799865722656
3041,339.2799987792969
3453,340.26995849609375
2950,341.239990234375
3485,340.1999816894531
3708,340.5099792480469
3291,340.0199890136719
3219,340.7799987792969
3523,340.1300048828125
3751,340.4599914550781
3452,340.5500183105469
3182,340.5099792480469
2964,340.28997802734375
3266,340.0899963378906
3328,340.25
3052,341.1899719238281
3327,340.1100158691406
3326,340.5899963378906
3049,340.4499816894531
3488,340.77996826171875
3489,340.67999267578125
3223,340.54998779296875
3640,340.25
3483,340.5199890136719
3296,339.6600036621094
3260,340.57000732421875
3694,339.0899963378906
3695,340.2400207519531
3229,340.8699645996094
3295,340.19000244140625
3645,340.4399719238281
3265,341.15997314453125
3487,340.04998779296875
3696,339.8599853515625
3519,340.2599792480469
3732,339.4800109863281
3324,340.7200012207031
3323,339.92999267578125
3259,341.0199890136719
3178,340.9499816894531
3521,340.40997314453125
3518,340.28997802734375
3693,340.1499938964844
3691,341.0799865722656
3692,340.4999694824219
469,340.08001708984375
470,338.4399719238281
3436,340.0400085449219
3475,339.7599792480469
3690,340.80999755859375
3294,340.2099914550781
3520,340.28997802734375
3689,340.7699890136719
3474,340.0
3407,340.2799987792969
3047,340.3800048828125
3325,340.1499938964844
3244,339.7499694824219
3285,340.1499938964844
3600,339.5299987792969
3222,344.2099914550781
3454,340.1999816894531
3476,339.53997802734375
3166,340.1000061035156
3479,340.32000732421875
3286,339.83001708984375
3281,339.66998291015625
3831,340.08001708984375
3282,339.79998779296875
3746,341.15997314453125
3374,340.4700012207031
3477,340.0899658203125
3284,340.6400146484375
3283,340.5899963378906
3287,340.0699768066406
3481,340.3900146484375
3290,340.15997314453125
3744,341.5699768066406
3606,340.6200256347656
3288,339.989990234375
3450,344.53997802734375
3480,340.1300048828125
3234,340.4399719238281
2993,340.3000183105469
3289,340.3599853515625
3639,343.2099914550781
3228,345.4599914550781
3745,341.3099670410156
3478,340.3500061035156
3447,345.8600158691406
3517,340.4999694824219
3322,341.3299865722656
472,338.9599914550781
471,340.7599792480469
2996,341.8299865722656
3161,341.57000732421875
2958,340.45001220703125
3280,344.8599853515625
3257,345.489990234375
3159,345.3699951171875
2962,343.5400085449219
3739,341.0199890136719
3688,344.2099914550781
3687,344.260009765625
2959,341.0999755859375
3473,340.21002197265625
2960,340.7799987792969
3686,345.03997802734375
3184,346.6700134277344
3638,342.1199951171875
3254,349.80999755859375
3411,347.1499938964844
3278,348.2699890136719
3472,348.3699951171875
3525,342.0
3037,340.79998779296875
3709,341.5799865722656
3524,342.6999816894531
3321,344.1000061035156
2947,341.05999755859375
3373,349.4700012207031
3730,346.04998779296875
3160,340.239990234375
3000,342.54998779296875
3467,344.95001220703125
3710,342.7799987792969
3516,340.05999755859375
3245,344.9700012207031
3466,346.2599792480469
2954,343.6499938964844
3685,339.989990234375
2995,340.42999267578125
3001,342.70001220703125
3319,346.0799865722656
3279,351.9599609375
3221,351.1399841308594
3158,345.6199951171875
3317,341.97998046875
2955,343.04998779296875
2953,344.3099670410156
3320,347.239990234375
3408,353.9999694824219
2926,344.7900085449219
3098,345.94000244140625
2925,351.5199890136719
3094,350.2699890136719
3318,348.78997802734375
3093,350.4599914550781
2952,344.8399963378906
2946,346.3399963378906
3515,342.77996826171875
3315,340.1400146484375
3918,355.52996826171875
3181,347.2200012207031
3514,341.6199951171875
3333,343.6300048828125
2994,346.6999816894531
3468,345.0599670410156
3316,340.7200012207031
3314,340.739990234375
3332,341.3699951171875
3930,348.47998046875
2957,355.4499816894531
3471,358.8299865722656
3684,346.0
3051,341.260009765625
3909,341.1499938964844
2951,345.0999755859375
3470,358.5
3277,340.6399841308594
3469,340.57000732421875
3025,341.1600036621094
3177,341.7499694824219
3180,341.2900085449219
3105,345.21002197265625
3844,347.2599792480469
2909,340.8699645996094
3176,348.2499694824219
2956,356.8999938964844
3737,347.6199951171875
2971,340.82000732421875
3856,341.3699951171875
2991,349.9499816894531
3761,350.5599670410156
3272,342.17999267578125
3274,345.2599792480469
3303,347.42999267578125
3857,341.6199951171875
3379,348.4100036621094
3299,349.5899963378906
3273,343.489990234375
3271,341.9999694824219
3301,346.0400085449219
3302,345.7799987792969
3858,341.16998291015625
3269,341.8799743652344
3270,342.6499938964844
3308,344.1100158691406
3865,354.6300048828125
3629,349.05999755859375
3493,357.0899963378906
3268,342.27996826171875
3267,344.5899963378906
3165,357.9599914550781
475,350.6000061035156
3310,348.5999755859375
3216,357.6899719238281
3698,350.33001708984375
3083,344.8999938964844
3512,348.8799743652344
3078,352.0799560546875
3309,349.5899963378906
3699,350.82000732421875
3394,348.239990234375
3706,351.5099792480469
2972,356.1399841308594
3465,351.2699890136719
3107,352.3699645996094
3916,358.010009765625
3119,352.8699645996094
3312,344.8699645996094
3867,357.97998046875
2989,354.6399841308594
3306,353.72998046875
3164,343.2799987792969
3313,345.6099853515625
3513,346.67999267578125
3307,353.44000244140625
3764,348.739990234375
2990,356.75
3509,357.7699890136719
3108,343.6499938964844
488,349.42999267578125
3727,350.04998779296875
3189,347.6299743652344
3829,353.30999755859375
3743,347.8199768066406
3120,359.4200134277344
3143,356.2099914550781
3186,357.6099853515625
3626,347.0999755859375
3511,362.2699890136719
2977,357.8699951171875
3705,353.3599853515625
3215,345.55999755859375
3076,356.1799621582031
3109,359.0099792480469
3388,347.2099914550781
3389,344.7699890136719
3643,345.66998291015625
2911,357.9499816894531
3636,357.3599853515625
3095,356.16998291015625
3331,344.6399841308594
3655,354.79998779296875
3605,356.4100036621094
3056,343.489990234375
3893,355.80999755859375
3220,357.8199768066406
3117,354.1399841308594
3116,351.70001220703125
2988,353.42999267578125
3860,343.6899719238281
2976,344.1600036621094
3641,356.3899841308594
3115,358.7099914550781
3212,358.3699951171875
3118,353.8799743652344
3214,358.80999755859375
2942,344.2799987792969
2943,344.1799621582031
2944,343.8599853515625
3096,343.7200012207031
3156,344.3399658203125
2984,356.5299987792969
3155,343.7099914550781
3703,346.1099853515625
3704,359.9100036621094
2940,344.1600036621094
3861,344.2400207519531
2923,347.3599853515625
3752,347.53997802734375
3780,345.16998291015625
3147,362.8499755859375
2982,356.6399841308594
3758,357.1399841308594
2938,341.97998046875
3884,347.1399841308594
3678,342.42999267578125
3679,342.30999755859375
3628,344.16998291015625
2906,342.5799865722656
3074,358.78997802734375
3792,342.75
3873,352.19000244140625
2985,356.239990234375
3842,345.30999755859375
2934,347.1099853515625
3731,342.05999755859375
3785,358.4399719238281
3846,365.0799865722656
3805,353.8999938964844
3782,349.4499816894531
3152,351.2699890136719
3053,343.0299987792969
2980,350.6999816894531
3304,366.0
3072,349.40997314453125
3675,341.7799987792969
3230,347.1199951171875
3652,348.6999816894531
2979,350.8800048828125
3086,342.94000244140625
3423,350.33001708984375
3131,343.4700012207031
3163,347.3599853515625
3142,342.9200134277344
3211,343.3500061035156
3900,364.6999816894531
3879,361.29998779296875
3923,342.239990234375
3430,342.2300109863281
3501,351.25
3603,347.45001220703125
3496,348.5699768066406
3604,346.6999816894531
3500,347.5400085449219
3092,345.3399963378906
3726,346.77996826171875
3843,344.3900146484375
3429,342.6600036621094
3802,348.1499938964844
3898,341.2099914550781
3788,351.9700012207031
3193,345.4700012207031
2939,341.9599914550781
3809,343.22998046875
3883,344.3900146484375
477,343.6999816894531
2983,346.4100036621094
2941,343.63995361328125
3869,346.0899963378906
3414,346.969970703125
3787,351.6000061035156
476,344.1499938964844
3890,347.4800109863281
3817,351.1499938964844
3104,351.53997802734375
3242,342.8800048828125
3209,342.8599853515625
3808,343.42999267578125
480,343.9399719238281
3901,360.3699951171875
3891,347.4800109863281
482,344.3500061035156
3499,347.7099914550781
3925,345.9200134277344
2981,351.4800109863281
3784,350.55999755859375
483,343.1999816894531
3213,343.0899963378906
3187,343.1499938964844
3157,343.5
3931,343.05999755859375
3431,343.33001708984375
3077,343.5
3897,349.3999938964844
3136,343.58001708984375
3677,347.54998779296875
3432,343.7900085449219
3778,344.04998779296875
3530,344.9800109863281
3660,344.4700012207031
3917,343.8999938964844
3006,344.2699890136719
485,343.6100158691406
3033,343.54998779296875
3498,356.04998779296875
3198,344.1499938964844
3924,344.69000244140625
3766,344.1000061035156
3899,343.739990234375
486,344.1000061035156
487,343.65997314453125
3793,344.72998046875
3791,344.0899963378906
3070,344.3299865722656
3007,353.92999267578125
3057,349.5299987792969
490,343.29998779296875
2945,343.67999267578125
3433,343.6099853515625
3068,344.5099792480469
2927,343.78997802734375
489,345.55999755859375
3854,344.9999694824219
491,344.1199951171875
492,343.760009765625
3168,353.90997314453125
3134,345.6100158691406
3596,344.3099670410156
3073,355.2599792480469
3004,344.5799865722656
493,345.91998291015625
494,345.07000732421875
497,343.1499938964844
495,343.5699768066406
496,343.0899963378906
3167,355.19000244140625
3631,345.1400146484375
3154,344.1499938964844
2932,344.9700012207031
499,345.7099609375
502,344.0299987792969
3630,348.6300048828125
503,343.2799987792969
504,343.80999755859375
3882,344.6600036621094
506,343.95001220703125
507,343.80999755859375
508,345.7099914550781
509,345.8699951171875
510,343.5999755859375
511,344.7300109863281
3526,345.07000732421875
3757,350.9100036621094
518,345.17999267578125
520,346.5599670410156
521,344.82000732421875
522,358.9499816894531
523,344.6199951171875
524,378.3499755859375
525,366.2200012207031
527,373.1299743652344
529,350.07000732421875
530,366.05999755859375
531,367.1099853515625
532,357.79998779296875
533,370.78997802734375
534,360.2599792480469
535,344.5799865722656
536,344.6399841308594
537,344.510009765625
538,343.8599853515625
539,343.760009765625
540,357.1399841308594
541,344.6400146484375
542,343.82000732421875
545,375.4499816894531
550,343.7099914550781
551,362.489990234375
552,346.8399963378906
553,369.97998046875
554,359.0299987792969
555,363.55999755859375
556,364.0
559,357.510009765625
560,345.8599853515625
561,361.69000244140625
562,364.5199890136719
565,344.3399963378906
566,344.260009765625
567,357.95001220703125
568,354.3899841308594
569,345.2699890136719
576,344.04998779296875
581,344.7200012207031
582,345.41998291015625
583,345.5699768066406
592,346.0400085449219
596,343.7099914550781
597,345.66998291015625
600,344.9700012207031
601,345.42999267578125
603,346.22998046875
604,345.6299743652344
609,345.1199951171875
610,347.3500061035156
614,347.19000244140625
615,344.7900085449219
619,345.1499938964844
623,344.7699890136719
624,344.5299987792969
625,344.5199890136719
626,346.1899719238281
630,343.8699951171875
632,345.510009765625
642,345.5400085449219
647,345.8299865722656
648,345.6899719238281
659,345.2599792480469
662,346.0099792480469
663,344.9800109863281
664,344.5999755859375
666,361.80999755859375
670,345.5799865722656
677,344.469970703125
678,346.0799865722656
680,344.1099853515625
682,347.2799987792969
691,346.0799865722656
693,346.8899841308594
694,348.58001708984375
695,344.9499816894531
698,346.05999755859375
703,347.3599853515625
705,346.2200012207031
706,348.45001220703125
707,348.82000732421875
728,345.3699951171875
733,345.5899963378906
736,345.0400085449219
737,345.3999938964844
738,345.04998779296875
741,344.30999755859375
742,343.8999938964844
743,344.78997802734375
744,344.5699768066406
745,344.9499816894531
746,345.92999267578125
747,344.9700012207031
748,344.4499816894531
749,344.7200012207031
750,343.53997802734375
751,344.4100036621094
752,343.780029296875
753,344.0199890136719
754,343.8599853515625
755,343.94000244140625
756,344.1299743652344
757,343.9100036621094
758,344.5999755859375
759,344.02001953125
761,344.8800048828125
763,344.3299865722656
764,343.0599670410156
765,343.739990234375
766,343.489990234375
767,343.5999755859375
768,344.3699951171875
769,344.94000244140625
771,345.1499938964844
772,344.29998779296875
775,343.9499816894531
777,346.5
779,344.07000732421875
780,345.4100036621094
781,344.2099914550781
782,344.4599914550781
783,344.53997802734375
787,343.8800048828125
788,344.41998291015625
790,343.9499816894531
791,344.2400207519531
792,344.67999267578125
793,344.260009765625
794,344.260009765625
795,356.0899963378906
796,345.1099853515625
797,343.5799865722656
799,343.95001220703125
800,344.2699890136719
801,344.4900207519531
802,343.4599914550781
803,344.05999755859375
804,343.5899658203125
806,344.1099853515625
807,343.45001220703125
809,344.16998291015625
810,343.79998779296875
811,344.16998291015625
812,344.1199951171875
813,343.5
814,343.92999267578125
816,344.2400207519531
817,343.8900146484375
818,344.3399658203125
819,344.6000061035156
820,344.28997802734375
821,344.77996826171875
822,344.19000244140625
823,366.0199890136719
824,369.3700256347656
825,344.4100036621094
826,345.1799621582031
827,344.8699951171875
828,344.7699890136719
829,345.489990234375
830,344.82000732421875
831,344.08001708984375
832,344.6499938964844
833,344.30999755859375
834,343.4499816894531
835,343.8199768066406
836,344.3199768066406
837,344.07000732421875
838,357.5099792480469
839,344.28997802734375
840,344.010009765625
841,344.1899719238281
842,344.2300109863281
843,344.3399963378906
844,343.79998779296875
845,343.8499755859375
846,344.2200012207031
847,344.1099853515625
849,344.0799560546875
850,345.6600036621094
851,344.1700134277344
852,344.07000732421875
853,344.3899841308594
854,344.3599853515625
855,344.219970703125
856,364.8599853515625
857,344.1099853515625
858,344.05999755859375
859,343.2099914550781
860,344.0899658203125
861,344.1499938964844
862,344.1000061035156
863,343.9599914550781
864,343.5499572753906
865,344.9300231933594
866,343.5199890136719
867,344.42999267578125
868,344.239990234375
869,343.4700012207031
870,344.7900085449219
871,344.55999755859375
872,344.5099792480469
873,343.47998046875
874,343.70001220703125
875,345.05999755859375
876,344.53997802734375
877,343.79998779296875
878,345.5899658203125
879,344.6300048828125
880,344.3999938964844
881,344.5299987792969
882,345.77996826171875
883,344.40997314453125
884,344.5
885,344.30999755859375
886,344.7300109863281
887,344.47998046875
888,344.7699890136719
889,344.2099914550781
890,344.6400146484375
891,344.8599853515625
893,344.9700012207031
894,345.03997802734375
896,345.25
897,345.22998046875
901,344.97998046875
902,344.8499755859375
908,374.0
909,363.9399719238281
910,345.0
914,345.7099914550781
918,344.92999267578125
922,344.5500183105469
923,345.3000183105469
924,345.2599792480469
925,345.1000061035156
926,345.47998046875
928,345.9900207519531
929,346.3199768066406
931,344.760009765625
936,343.5
937,344.30999755859375
939,343.8500061035156
944,344.6000061035156
948,343.7900085449219
959,343.80999755859375
960,344.3399963378906
962,344.5899963378906
963,343.9100036621094
970,343.8699951171875
973,344.2900085449219
975,345.5299987792969
977,344.739990234375
981,344.67999267578125
982,344.53997802734375
983,344.4399719238281
986,344.8599853515625
997,344.83001708984375
999,344.96002197265625
1003,344.5899963378906
1005,345.0199890136719
1006,345.6099853515625
1007,344.9100036621094
1010,348.0400085449219
1011,349.4100036621094
1012,344.66998291015625
1013,344.3199768066406
1014,345.3699951171875
1016,344.55999755859375
1020,343.8699951171875
1021,345.3699951171875
1022,345.7200012207031
1023,344.30999755859375
1024,345.2900085449219
1025,343.97998046875
1027,344.2599792480469
1029,345.1899719238281
1033,345.4100036621094
1036,345.07000732421875
1042,344.1300048828125
1044,345.0199890136719
1045,344.8699951171875
1049,345.30999755859375
1061,344.28997802734375
1072,345.0299987792969
1088,343.8399963378906
1091,345.1700134277344
1099,343.8999938964844
1101,346.05999755859375
1103,344.07000732421875
1113,345.3599853515625
1114,343.6199951171875
1116,343.3800048828125
1119,345.5699768066406
1120,344.0400085449219
1123,345.6400146484375
1127,344.8999938964844
1128,344.69000244140625
1137,345.219970703125
1139,344.8600158691406
1140,346.22998046875
1144,344.91998291015625
1145,344.47998046875
1146,345.510009765625
1157,353.82000732421875
1162,344.7599792480469
1163,344.20001220703125
1164,344.3499755859375
1168,345.2699890136719
1174,344.72998046875
1175,344.44000244140625
1176,344.29998779296875
1178,344.92999267578125
1181,344.4700012207031
1182,345.2099914550781
1183,343.7799987792969
1184,344.5899963378906
1187,352.5599670410156
1189,345.91998291015625
1191,345.989990234375
1192,344.79998779296875
1196,344.5999755859375
1200,345.79998779296875
1206,344.1999816894531
1207,344.5899963378906
1211,344.0299987792969
1225,344.5299987792969
1227,343.8699951171875
1228,344.6000061035156
1244,343.7699890136719
1245,344.0199890136719
1246,344.3899841308594
1261,344.6499938964844
1282,343.9599914550781
1283,343.7200012207031
1289,344.1499938964844
1317,344.3299865722656
1320,345.30999755859375
1321,344.1400146484375
1330,343.8800048828125
1331,344.489990234375
1340,344.94000244140625
1342,344.53997802734375
1356,343.42999267578125
1359,343.4599914550781
1372,343.6199951171875
1385,344.510009765625
1386,345.3600158691406
1392,343.79998779296875
1393,343.9100036621094
1409,345.0299987792969
1415,345.25
1418,344.3899841308594
1420,344.82000732421875
1422,343.510009765625
1424,343.7599792480469
1437,343.969970703125
1449,344.97998046875
1469,344.69000244140625
1472,344.1299743652344
1484,343.7599792480469
1485,343.69000244140625
1512,344.8999938964844
1528,343.5899963378906
1529,344.0899963378906
1534,345.7099914550781
1535,345.3899841308594
1551,354.2300109863281
1556,352.6300048828125
1564,345.5899963378906
1565,343.1999816894531
1566,345.9599914550781
1567,344.2799987792969
1571,346.0799865722656
1575,345.4700012207031
1592,343.1899719238281
1597,344.83001708984375
1598,344.8699951171875
1601,343.3800048828125
1602,344.9200134277344
1612,344.4399719238281
1613,344.8599853515625
1614,344.5899963378906
1615,344.2300109863281
1625,343.1399841308594
1626,343.6300048828125
1631,344.1199951171875
1640,344.1999816894531
1642,344.0199890136719
1643,343.30999755859375
1644,345.0299987792969
1646,344.6400146484375
1647,344.2099914550781
1653,344.489990234375
1654,344.03997802734375
1661,345.0299987792969
1664,344.1499938964844
1669,345.8299865722656
1679,344.1199951171875
1684,345.0199890136719
1685,344.5899963378906
1692,344.16998291015625
1695,344.3599853515625
1700,343.7699890136719
1714,346.30999755859375
1715,344.9800109863281
1716,344.4599914550781
1718,345.1000061035156
1723,345.2300109863281
1724,345.1399841308594
1726,345.3299865722656
1728,344.54998779296875
1729,344.260009765625
1736,345.1899719238281
1766,344.5899963378906
1774,344.2300109863281
1808,344.3699645996094
1819,344.1600036621094
1820,344.239990234375
1838,344.29998779296875
1866,345.469970703125
1916,344.4100036621094
1919,344.1199951171875
1934,344.7300109863281
1940,343.989990234375
1946,345.0600280761719
1984,344.8700256347656
1998,344.47998046875
2000,345.29998779296875
2010,344.22998046875
2013,344.8999938964844
2035,344.5199890136719
2039,344.66998291015625
2044,344.5400085449219
2057,344.4499816894531
2061,354.6600036621094
2064,344.489990234375
2068,352.9100036621094
2083,344.7799987792969
2087,344.4599914550781
2091,344.5799865722656
2108,345.5299987792969
2112,344.7200012207031
2123,343.8099670410156
2124,344.1299743652344
2135,352.42999267578125
2140,344.05999755859375
2141,346.17999267578125
2143,344.2599792480469
2152,344.3099670410156
2155,344.4299621582031
2159,344.0899963378906
2161,345.6399841308594
2167,343.6300048828125
2169,345.6199951171875
2170,344.9599914550781
2182,344.94000244140625
2184,343.7900085449219
2192,345.0899963378906
2194,343.489990234375
2195,345.1499938964844
2196,346.5799865722656
2198,343.75
2200,344.989990234375
2201,344.8800048828125
2204,344.4499816894531
2205,344.42999267578125
2206,343.72998046875
2207,345.2200012207031
2209,343.969970703125
2217,344.3799743652344
2218,364.3499755859375
2219,359.04998779296875
2220,374.4599914550781
2222,343.4599914550781
2223,363.7799987792969
2225,360.70001220703125
2226,360.55999755859375
2227,353.2499694824219
2228,368.6600036621094
2229,369.8999938964844
2230,351.1499938964844
2231,351.1600036621094
2234,388.4800109863281
2236,367.7300109863281
2238,385.8900146484375
2239,363.1299743652344
2243,428.05999755859375
2246,427.8899841308594
2255,350.69000244140625
2273,367.3699951171875
2281,358.3699951171875
2282,354.739990234375
2284,376.53997802734375
2285,364.75
2286,366.1199951171875
2290,364.0199890136719
2291,364.72998046875
2292,364.40997314453125
2298,384.04998779296875
2355,364.7099914550781
2362,394.510009765625
2363,394.6099853515625
2365,394.3599853515625
2366,394.79998779296875
2368,393.94000244140625
2369,394.3499755859375
2370,393.8199768066406
2371,394.6600036621094
2372,393.72998046875
2373,394.1299743652344
2375,393.9399719238281
2376,394.53997802734375
2377,393.9499816894531
2378,394.1600036621094
2379,393.5699768066406
2380,364.6399841308594
2381,393.6100158691406
2382,393.67999267578125
2384,399.65997314453125
2388,364.1999816894531
2389,350.69000244140625
2390,351.42999267578125
2391,357.47998046875
2392,375.0299987792969
2394,393.05999755859375
2395,422.40997314453125
2396,394.510009765625
2397,359.8900146484375
2398,410.4100036621094
2399,422.2300109863281
2400,414.2699890136719
2401,395.739990234375
2402,378.3500061035156
2403,381.89996337890625
2404,360.1099853515625
2405,345.14996337890625
2406,371.5
2407,384.5699768066406
2408,356.1999816894531
2409,359.6999816894531
2410,398.1299743652344
2411,374.7200012207031
2412,345.6999816894531
2413,398.69000244140625
2414,399.3799743652344
2415,401.6099853515625
2416,397.9399719238281
2417,393.4100036621094
2418,393.7300109863281
2419,406.0799865722656
2420,379.2200012207031
2421,365.0999755859375
2422,345.2099914550781
2423,345.489990234375
2424,345.5500183105469
2426,344.2200012207031
2427,368.4499816894531
2428,356.79998779296875
2430,363.2499694824219
2431,359.8500061035156
2432,355.6399841308594
2433,379.489990234375
2436,359.5299987792969
2437,354.3900146484375
2438,360.80999755859375
2439,359.7300109863281
2440,351.1199951171875
2441,346.5599670410156
2442,419.1199951171875
2443,354.0899963378906
2445,420.04998779296875
2447,407.75
2449,408.4700012207031
2450,407.67999267578125
2452,401.4599914550781
2454,404.91998291015625
2455,428.17999267578125
2456,349.25
2457,408.72998046875
2458,402.969970703125
2459,397.0299987792969
2460,423.2799987792969
2461,396.3699951171875
2462,397.97998046875
2464,403.95001220703125
2465,400.489990234375
2467,415.0899963378906
2473,405.75
2474,398.8999938964844
2476,394.72998046875
2481,408.010009765625
2484,396.75
2485,401.9100036621094
2487,393.5899963378906
2488,362.75
2493,412.17999267578125
2495,411.53997802734375
2500,355.8599853515625
2501,364.8999938964844
2502,365.6499938964844
2503,366.1199951171875
2504,412.2799987792969
2507,408.75
2508,363.3399963378906
2535,344.6199951171875
2541,345.4399719238281
2543,345.3099670410156
2544,345.0899963378906
2555,345.53997802734375
2556,347.22998046875
2565,345.5400085449219
2574,346.1300048828125
2577,347.8399963378906
2579,347.16998291015625
2584,346.8499755859375
2585,344.9200134277344
2589,344.3699951171875
2590,344.6100158691406
2591,344.7200012207031
2592,344.7200012207031
2594,344.3399963378906
2595,345.1999816894531
2601,344.4100036621094
2603,348.16998291015625
2608,344.5199890136719
2610,355.1700134277344
2615,353.8199768066406
2619,348.489990234375
2620,355.1499938964844
2623,344.7900085449219
2626,344.739990234375
2633,344.9700012207031
2634,345.4599914550781
2644,346.0400085449219
2647,346.3800048828125
2654,346.7799987792969
2682,347.3600158691406
2683,348.5999755859375
2684,350.97998046875
2686,352.22998046875
2690,346.4300231933594
2691,354.01995849609375
2728,347.739990234375
2793,345.3999938964844
